text,topic
"Soccer: D.C. United Take MLS Title Over Kansas City  CARSON, Calif. - (Sports Network) - D.C. United completed  its return to glory Sunday, winning its fourth Major League  Soccer championship in nine seasons with a wildly entertaining  3-2 victory against the Kansas City Wizards at the Home Depot  Center in Carson, Calif. United's triumph in MLS Cup 2004  before 25,797 at the Home Depot Center was its first since  1999, when it capped a run of appearances in the first four MLS  title games with a then-third championship.",Sports
"Kings Defeat Rockets 102-96 Sacramento Kings guard Bobby Jackson, right, tries to shoot over the outstretched arm of Houston Rockets center Yao Ming, of China, left, during the fourth quarter in Sacramento, Calif.",Sports
High school football: Week 10 schedule,Sports
"Colts 35, Raiders 14 The combination of Peyton Manning and Edgerrin James was too powerful for the Oakland Raiders. Manning completed 16 of 26 passes for 198 yards and three touchdowns, while James ran for 136 yards and a score ",Sports
"Seattle returns home after two huge road wins The road no longer looks so long to the Seattle Seahawks after wins on consecutive cross-country trips on which they logged nearly 10,000 miles.",Sports
"Venus Battles Through to Second Round  NEW YORK (Reuters) - Venus Williams advanced to the second  round of the U.S. Open on Tuesday but had to work hard for her  6-3, 7-6 victory against Hungary's Petra Mandula.",Sports
"Finns in Toronto is case Canada loses, Slovakia #39;s Chara OK to play TORONTO (CP) - Team Finland arrived in Toronto on Tuesday on the off-chance that Canada loses its World Cup of Hockey quarter-final game against Slovakia.",Sports
"Start Spreading the News, New York Loses to Red Sox  NEW YORK (Reuters) - If New Yorkers were not already aware  their beloved Yankees had completed the worst post-season  collapse in Major League history, their media quickly reminded  them on Thursday.",Sports
"Battle of titans ends in draw London, England (Sports Network) - Leaders Chelsea and defending champions Arsenal played to an intense 2-2 draw in a London derby Sunday at Highbury.",Sports
"Posada OK with signing Pedro While the Red Sox celebrated their first World Series title in 86 years, Jorge Posada was on the beach in Puerto Rico, staying away from the television.",Sports
"Memphis Rout Still Stings for Louisville Memphis Rout Still Stings for No. 14 Louisville; Coach Petrino Vows to Have Team Better Prepared. NASHVILLE, Tenn. Nov 3, 2004 - Louisville #39;s 30-point loss at home to Memphis last season is still a painful memory for the Cardinals.",Sports
Back on track Roscoe Parrish looked like he had sealed the game once already with a dazzling 62-yard punt return for a touchdown. But when No. 10 Virginia rallied on Saturday and the Miami Hurricanes ,Sports
"Seahawks #39; Brown breaks his leg, expected to miss four games Seattle Seahawks linebacker Chad Brown, a three-time Pro Bowl selecltion, broke his left leg during practice Monday. Head coach Mike Holmgren said doctors believe Brown likely will miss the first four games of the regular season.",Sports
Knee Injury Puts Slutskaya's Preparations on Ice  MOSCOW (Reuters) - Former world champion Irina Slutskaya  has suffered another setback to her preparations for a new  figure skating season after injuring her knee in practice.,Sports
Gustafsson Turns Up Heat on Challengers Unknown Swedish blond Peter Gustafsson manufactured a crafty early-morning 68 to take an unexpected two-shot lead into Saturdays third round of the Dunhill Challenge at the Leopard Creek Golf Club.,Sports
"Brunet advances to K-1 final Schinias, Greece - Two-time Olympic silver medalist Caroline Brunet of Lac Beauport, Que., advanced directly to the 500-metre K-1 Olympic final by winning her heat during Tuesday #39;s canoe-kayak flatwater qualifying.",Sports
Game plan falls short ST. PAUL -- The finality of losing usually leaves the vanquished searching for answers. Not the United States hockey team.,Sports
"Sun shine again on way to Finals Taj McWilliams-Franklin burst into tears at the buzzer, her emotions finally getting the best of her.",Sports
No New Worries for Boro Middlesbrough manager Steve McClaren has no new injury worries for Sundays visit of Bolton. Midfielder Ray Parlour came through the full 90 minutes of last nights UEFA Cup Group E victory over Lazio ,Sports
"Locked-out NHLers defeat Swedish champs Ray Whitney scored for the second straight game and added an assist, helping the World Stars rebound from a lopsided loss and beat Swedish champion HV71 5-1 on Friday.",Sports
UPDATE 1-Vicente inspires Valencia win over Anderlecht Vicente scored the opening goal and created the second to give Valencia a comfortable 2-0 victory over Anderlecht in their opening Champions League Group G match on Tuesday.,Sports
"Knock, knock: Ichrio nearing hit record after win OAKLAND, Calif. - All that stands today between Ichiro and an unobstructed look at George Sisler is an unidentified Tim Hudson body part.",Sports
Davies appointed Preston manager Former Motherwell manager Billy Davies was appointed Preston #39;s full-time boss Monday after taking over the club last month on an interim basis.,Sports
"The Interlagos Race Report: Fernandos flawless performance After taking risks at the start, using dry tyres in the wet, Fernando finished fourth behind Montoya, Raikkonen and Barrichello.",Sports
Ravens' radio broadcast team interrupted by fan climbing into booth looking for drink,Sports
"Taking it from the top Kansas is on top right now, ranked first in the Associated Press preseason Top 25 poll. In the past, such an honor would be regarded with some trepidation since the list of teams that started and ended the season No. 1 is a short one. North Carolina made the run in 1994, Duke in 1992 and UNLV a year before ...",Sports
"Storm Point, Ash, C.A.R. SMG: Take a look at all things coming in Apex Legends Season 11 Escape",Sports
Crowd Inspires Greek Beach Volleyballers; US Duo Ousted ATHENS (Reuters) - A roaring crowd helped inspire Greece #39;s top women #39;s beach volleyball team to trounce China on Wednesday and reach the next round. ,Sports
Faircourt Asset Management Inc. Announces October Distributions,Sports
"Edelin Cleared to Play The NCAA has granted the academic waiver petition of Syracuse junior guard Billy Edelin, making him immediately eligible to play for the Orange.",Sports
May-Walsh beat McPeak-Youngs in Olympic semis The all-American matchup at the Olympic beach volleyball semifinals turned out to be no match at all. Top-ranked Misty May and Kerri Walsh made friendly rivals Holly McPeak and Elaine Youngs scramble for every ,Sports
Okocha set to return vs Baggies Bolton playmaker Jay-Jay Okocha insists he will be fit to face West Brom on Saturday. Okocha was forced to sit out the draw against Birmingham at the weekend after suffering a groin injury in training on Friday.,Sports
"Two New Jersey high school football players accused of raping &lt;b&gt;...&lt;/b&gt; NEWARK, NJ. -- Two football players accused of raping a 15-year-old schoolmate have been charged with sexual assault, authorities said.",Sports
"Birdstone retired to stud Birdstone, who denied Smarty Jones the Triple Crown by beating him in the Belmont Stakes, has been retired from racing due to an ankle injury his connections announced Wednesday.",Sports
Eastman rebuffs Sendra jibe European middleweight champion Howard Eastman has stepped up his war of words ahead of his fight with Spain #39;s Jorge Sendra on 24 September.,Sports
"NL Wrap: Rookie Pitcher Leads Pirates Over Astros  NEW YORK (Reuters) - Rookie John Van Benschoten pitched  eight strong innings to seize his first major league victory,  powering the Pittsburgh Pirates past the Houston Astros 6-1 in  the National League Friday.",Sports
"Yankees hold off Blue Jays Derek Jeter, Hideki Matsui, and Bernie Williams each homered and the New York Yankees held on for an 8-7 victory over the Blue Jays last night in Toronto. Esteban Loaiza failed to make it out of the fifth inning in another poor start since being acquired from the Chicago White Sox in a July 31 trade for Jose Contreras.",Sports
"Lukas emphasizes his past success with females against males In rationalizing the decision to enter Azeri in the \$4-million Breeders Cup Classic (G1), trainer D. Wayne Lukas emphasized his past success in starting females against males.",Sports
Sprinter Suspended Sprinter Michelle Collins is suspended for eight years for a doping violation linked to the BALCO scandal.,Sports
"A look back Defense and special teams keep Tampa Bay in it until an interception leads to the winning field goal. By RICK STROUD, Times Staff Writer.",Sports
"Eli has his moments CHARLOTTE, NC - The Eli Manning Summer School took its first field trip last night, an outing designed to ramp up an educational process that is reaching a critical stage. ",Sports
Brighton boss Graham Potter uses 'ordinary' Chelsea performance to praise Man City - Manchester Evening News,Sports
UPDATE 1-Tendulkar not fully fit but set for test return India #39;s leading batsman Sachin Tendulkar conceded on Sunday he was not fully physically fit for Tuesday #39;s third test against Australia but added he was mentally ready for the battle.,Sports
NBA player Enes Kanter wears ‘Free China’ shoes featuring image of Winnie the Pooh during game,Sports
